date,ticker,source,text,label,score,sentiment_score,positive_hits,negative_hits,method
2026-05-22,SAHAM IHSG HARI INI,Ajaib,"IHSG Hari Ini Ditutup Rebound 1,1%, Ini Sentimen Pendorongnya - Ajaib",NEUTRAL,0.6872,0.0,0,0,ml_tfidf_linear_svm
2026-06-18,SAHAM IHSG HARI INI,Listrik Indonesia,"IHSG Hari Ini Anjlok, Bagaimana Nasib Saham Energi? - Listrik Indonesia",NEUTRAL,0.6618,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,SAHAM IHSG HARI INI,CNBC Indonesia,"Menunggu Pengumuman MSCI, IHSG Dibuka Turun 0,3% - CNBC Indonesia",NEUTRAL,0.6363,0.0,0,0,ml_tfidf_linear_svm
2026-06-04,SAHAM IHSG HARI INI,CNBC Indonesia,"IHSG-Rupiah Sudah Berdarah-darah, Hari Ini Bakal Lebih Menegangkan? - CNBC Indonesia",POSITIVE,0.6266,0.65,0,0,ml_tfidf_linear_svm
2026-06-03,SAHAM IHSG HARI INI,CNBC Indonesia,"Bangkit dari Tekanan, IHSG-Rupiah Hari Ini Diuji 10 Sentimen Besar - CNBC Indonesia",NEUTRAL,0.632,0.0,0,0,ml_tfidf_linear_svm
2026-05-25,SAHAM IHSG HARI INI,Kompas.id,Pasar Modal Dibayangi Sentimen Negatif Jelang Akhir Mei - Kompas.id,POSITIVE,0.6475,0.65,0,0,ml_tfidf_linear_svm
2026-06-15,SAHAM IHSG HARI INI,TopBusiness.id,"IHSG Diproyeksikan Menguat Hari Ini, Ditopang Sentimen Positif Global dan Regional - TopBusiness.id",POSITIVE,0.6414,0.65,0,0,ml_tfidf_linear_svm
2026-06-09,SAHAM IHSG HARI INI,KONTAN,"Sentimen Negatif Dalam Negeri Terus Menaungi Pasar, Simak Rekomendasi Saham Hari Ini - KONTAN",POSITIVE,0.6049,0.65,0,0,ml_tfidf_linear_svm
2026-06-12,SAHAM IHSG HARI INI,TopBusiness.id,"IHSG Diproyeksi Menguat Hari Ini, Ditopang Sentimen Positif Bursa Global - TopBusiness.id",POSITIVE,0.6488,0.65,0,0,ml_tfidf_linear_svm
2026-06-11,SAHAM IHSG HARI INI,TopBusiness.id,"IHSG Diperkirakan Melemah, Sentimen Timur Tengah Tekan Pasar - TopBusiness.id",POSITIVE,0.6367,0.65,0,0,ml_tfidf_linear_svm
2026-05-19,SAHAM IHSG HARI INI,IDNFinancials.com,Peluang IHSG rebound jelang keputusan BI Rate - IDNFinancials.com,POSITIVE,0.6374,0.65,0,0,ml_tfidf_linear_svm
2026-06-19,SAHAM IHSG HARI INI,merahputih.com,Analisis IHSG Hari Ini Faktor BI Rate dan Sentimen Transparansi - merahputih.com,NEUTRAL,0.6614,0.0,0,0,ml_tfidf_linear_svm
2026-06-18,SAHAM IHSG HARI INI,Emitennews.com,"Review MSCI Jadi Penentu Sentimen Pasar dan IHSG, Begini Kata Analis - Emitennews.com",POSITIVE,0.6298,0.65,0,0,ml_tfidf_linear_svm
2026-06-15,SAHAM IHSG HARI INI,Bloomberg Technoz,"Simak Arah & Prediksi IHSG Hari Ini, Plus Saham Pilihan Pasar - Bloomberg Technoz",NEUTRAL,0.6734,0.0,0,0,ml_tfidf_linear_svm
2026-06-11,SAHAM IHSG HARI INI,Koran Jakarta ®,"IHSG Hari Ini Dibuka Melemah, Sentimen Pasar Didominasi Perkembangan Timur Tengah - Koran Jakarta ®",NEUTRAL,0.6554,0.0,0,0,ml_tfidf_linear_svm
2026-06-15,SAHAM IHSG HARI INI,Listrik Indonesia,"IHSG Hari Ini Tembus 6.199, Saham Energi Kompak Menghijau - Listrik Indonesia",POSITIVE,0.5945,0.65,0,0,ml_tfidf_linear_svm
2026-06-17,SAHAM IHSG HARI INI,Listrik Indonesia,"IHSG Hari Ini Melanjutkan Penguatan, Saham Energi Tunjukkan Kinerja Menarik - Listrik Indonesia",POSITIVE,0.602,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Kompas.id,"IHSG Anjlok 3 Persen, Tekanan Rupiah dan MSCI Diduga Jadi Penyebab - Kompas.id",NEGATIVE,0.6813,-0.65,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",CNBC Indonesia,"Rupiah dan IHSG Hari Ini Hadapi Ujian Berat dari AS, Ada Apa Lagi? - CNBC Indonesia",NEUTRAL,0.662,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Listrik Indonesia,"IHSG Hari Ini Rebound ke 6.122, Saham Energi Belum Kompak - Listrik Indonesia",NEUTRAL,0.6547,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",TradingView,"IHSG Tertekan Menjelang MSCI Review, Saham Bank Ini Masih Jadi Pilihan Menarik - TradingView",NEUTRAL,0.6615,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",KONTAN,"MSCI Perpanjang Indonesia di Emerging Market, Cek Proyeksi IHSG Hari Ini - KONTAN",POSITIVE,0.6009,0.65,0,0,ml_tfidf_linear_svm
2026-06-08,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Pegadaian,Penyebab IHSG Anjlok: Faktor Utama dan Cara Menghadapinya - Pegadaian,NEUTRAL,0.6505,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",CNBC Indonesia,"Breaking! IHSG Anjlok 3% Lebih, 590 Saham Merah - CNBC Indonesia",POSITIVE,0.6465,0.65,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",investor.id,IHSG Dihantam Sentimen Negatif Bertubi-tubi - investor.id,POSITIVE,0.6687,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Infobanknews,"IHSG Dibuka di Zona Hijau, Naik ke Level 6.136 - Infobanknews",POSITIVE,0.6495,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Kompas.id,"Melemah Lagi, IHSG Dihantui Sentimen Geopolitik dan Keputusan Final MSCI - Kompas.id",NEUTRAL,0.6305,0.0,0,0,ml_tfidf_linear_svm
2026-05-22,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Ajaib,"IHSG Hari Ini Ditutup Rebound 1,1%, Ini Sentimen Pendorongnya - Ajaib",NEUTRAL,0.6872,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Koran Jakarta ®,"IHSG Hari Ini Melemah Tajam, Koreksi Global Seret Pasar Domestik - Koran Jakarta ®",NEUTRAL,0.6643,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Listrik Indonesia,"IHSG Hari Ini Loyo, Saham Energi Campur Aduk - Listrik Indonesia",NEUTRAL,0.6535,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",investor.id,IHSG Dihantam Sentimen Global dan Bayang-bayang MSCI - investor.id,POSITIVE,0.6566,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Koran Jakarta ®,"Dibuka Menguat, IHSG Hari Ini Diprediksi Datar Seiring Pasar Cermati Sentimen Domestik-Global - Koran Jakarta ®",NEUTRAL,0.6668,0.0,0,0,ml_tfidf_linear_svm
2026-06-18,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Listrik Indonesia,"IHSG Hari Ini Anjlok, Bagaimana Nasib Saham Energi? - Listrik Indonesia",NEUTRAL,0.6618,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",CNBC Indonesia,"Menunggu Pengumuman MSCI, IHSG Dibuka Turun 0,3% - CNBC Indonesia",NEUTRAL,0.6363,0.0,0,0,ml_tfidf_linear_svm
2026-06-22,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",CNBC Indonesia,"IHSG Terkoreksi 0,98% di Awal Pekan, 445 Saham Merah - CNBC Indonesia",POSITIVE,0.6434,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Bisnis.com,"Didorong Sentimen MSCI, IHSG Dibuka Hijau Saham BBCA & MORA Cs Melesat - Bisnis.com",POSITIVE,0.6423,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",merahputih.com,"IHSG Hari Ini Anjlok 1,25 Jelang Pengumuman MSCI Review - merahputih.com",NEUTRAL,0.6857,0.0,0,0,ml_tfidf_linear_svm
2026-05-19,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",IDNFinancials.com,Peluang IHSG rebound jelang keputusan BI Rate - IDNFinancials.com,POSITIVE,0.6374,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Media Indonesia,IHSG Hari Ini 24 Juni 2026: Dibuka Menguat ke 6.112 - Media Indonesia,NEUTRAL,0.6693,0.0,0,0,ml_tfidf_linear_svm
2026-04-17,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",maybanktrade.co.id,OJK Temui MSCI? IHSG Hari ini & Prospek Saham Pilihan - maybanktrade.co.id,NEUTRAL,0.6941,0.0,0,0,ml_tfidf_linear_svm
2026-06-11,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Listrik Indonesia,"IHSG Hari Ini Kembali Menguat, Saham Energi Ikut Terdongkrak - Listrik Indonesia",NEUTRAL,0.6579,0.0,0,0,ml_tfidf_linear_svm
2026-04-09,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",maybanktrade.co.id,IHSG Hari Ini: Dampak MSCI & FTSE serta Prospek WIFI - maybanktrade.co.id,NEUTRAL,0.6677,0.0,0,0,ml_tfidf_linear_svm
2026-05-22,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Ajaib,"IHSG Jatuh 2% ke Bawah Level 6.000, Ini Faktor Penyebabnya! - Ajaib",NEUTRAL,0.6601,0.0,0,0,ml_tfidf_linear_svm
2026-03-10,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Ajaib,"IHSG Hari Ini Menguat, Ini Penyebabnya dan Deretan Saham yang Melejit - Ajaib",NEUTRAL,0.6784,0.0,0,0,ml_tfidf_linear_svm
2026-03-31,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Ajaib,Apa Penyebab IHSG Turun Hari Ini! Simak Faktor Utamanya! - Ajaib,NEUTRAL,0.679,0.0,0,0,ml_tfidf_linear_svm
2026-03-25,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Ajaib,"IHSG Hari Ini Ditutup Menguat 2,75% ke 7.302, Rebound dari Zona Merah - Ajaib",NEUTRAL,0.6646,0.0,0,0,ml_tfidf_linear_svm
2026-03-17,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Ajaib,"IHSG Menguat Jelang Libur Panjang, Momentum Akumulasi atau Waspada Koreksi? - Ajaib",POSITIVE,0.6374,0.65,0,0,ml_tfidf_linear_svm
2026-07-03,IHSG,CNBC Indonesia,Ini Penyebab IHSG Tiba-Tiba Lompat 2% Lebih - CNBC Indonesia,POSITIVE,0.6347,0.65,0,0,ml_tfidf_linear_svm
2026-06-29,IHSG,maybanktrade.co.id,IHSG Hari Ini: 7 Insight Penting yang Wajib Kamu Tahu - maybanktrade.co.id,NEUTRAL,0.6714,0.0,0,0,ml_tfidf_linear_svm
2026-07-03,IHSG,Kompas.com,"IHSG Hari Ini Menguat 2,28 Persen, Saham BBCA dan BBRI Kompak Naik - Kompas.com",POSITIVE,0.6507,0.65,0,0,ml_tfidf_linear_svm
2026-07-03,IHSG,investor.id,"IHSG Melonjak, Saham AMMN dan ISAT Melejit - investor.id",POSITIVE,0.6661,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,Kompas.id,"IHSG Anjlok 3 Persen, Tekanan Rupiah dan MSCI Diduga Jadi Penyebab - Kompas.id",NEGATIVE,0.6813,-0.65,0,0,ml_tfidf_linear_svm
2026-07-01,BBRI,Katadata.co.id,Arah Investasi INA di Tengah Anjloknya Harga Saham BBRI dan BMRI - Katadata.co.id,POSITIVE,0.6699,0.65,0,0,ml_tfidf_linear_svm
2026-07-03,BBRI,investor.id,"Stress Test Valuasi Saham BBRI Dijalankan, Ini Hasilnya - investor.id",POSITIVE,0.664,0.65,0,0,ml_tfidf_linear_svm
2026-07-03,BBRI,Kompas.com,"10 Saham Net Sell Asing IHSG Sesi I 3 Juli 2026, BBRI Masih Teratas - Kompas.com",NEUTRAL,0.6132,0.0,0,0,ml_tfidf_linear_svm
2026-07-01,BBRI,IDNFinancials.com,"Transaksi asing net sell 95 juta lembar, BBRI top sell - IDNFinancials.com",POSITIVE,0.6442,0.65,0,0,ml_tfidf_linear_svm
2026-07-03,BBRI,MSN,Hak jawab INA: Penjelasan asal usul kepemilikan saham BBRI dan BMRI - MSN,POSITIVE,0.6646,0.65,0,0,ml_tfidf_linear_svm
2026-07-03,BBCA,Kompas.com,"IHSG Akhiri Pekan Menghijau, Investor Asing Borong BBCA dan BMRI - Kompas.com",POSITIVE,0.6724,0.65,0,0,ml_tfidf_linear_svm
2026-07-02,BBCA,investor.id,Duet Maut BBCA dan BMRI - investor.id,POSITIVE,0.6813,0.65,0,0,ml_tfidf_linear_svm
2026-07-03,BBCA,Bisnis.com - Market,"Indeks Bisnis-27 Ditutup Menguat, Saham ANTM-BBCA Kompak Naik - Bisnis.com - Market",POSITIVE,0.6569,0.65,0,0,ml_tfidf_linear_svm
2026-07-03,BBCA,Suara.com,"IHSG Terbang ke Level 5.886 di Sesi I, BBCA dan ISAT Pendorongnya - Suara.com",POSITIVE,0.6621,0.65,0,0,ml_tfidf_linear_svm
2026-07-02,BBCA,kontan.co.id,"Harga Longsor, Emiten Perbankan Kompak Buyback - kontan.co.id",POSITIVE,0.6337,0.65,0,0,ml_tfidf_linear_svm
2026-06-30,TLKM,KONTAN,"Saham TLKM Turun 30,75% Sejak Awal 2026, Ini Katalis Pemulihan dan Rekomendasi Analis - KONTAN",NEUTRAL,0.6451,0.0,0,0,ml_tfidf_linear_svm
2026-07-03,TLKM,Lotus Andalan Sekuritas,"Buyback Penolak Merger Bisa Sedot Kas MTEL Hingga Rp2,98 Triliun, TLKM Jadi Pembeli Siaga - Lotus Andalan Sekuritas",POSITIVE,0.6502,0.65,0,0,ml_tfidf_linear_svm
2026-06-18,TLKM,investor.id,Ini yang Bikin Saham TLKM Tetiba Turun - investor.id,NEUTRAL,0.6499,0.0,0,0,ml_tfidf_linear_svm
2026-07-02,TLKM,Bareksa.com,"Rekomendasi Saham Hari Ini: AMMN, ESSA, MNCN & TLKM, IHSG Berpotensi Rebound Terbatas - Bareksa.com",NEUTRAL,0.6529,0.0,0,0,ml_tfidf_linear_svm
2026-06-09,TLKM,InvestorTrust,"Saham Telkom (TLKM) Terbang 9% Sesi I, Intip Kembali Target Harganya - InvestorTrust",NEUTRAL,0.6517,0.0,0,0,ml_tfidf_linear_svm
2026-07-03,ANTM,CNBC Indonesia,"Analis Buka-Bukaan Soal Prospek Saham ANTM, Target Segini! - CNBC Indonesia",NEUTRAL,0.6238,0.0,0,0,ml_tfidf_linear_svm
2026-07-03,ANTM,TrenAsia,"Mau Beli Saham Emas? Cek Dulu Prospek ANTM, MDKA hingga BRMS - TrenAsia",POSITIVE,0.6365,0.65,0,0,ml_tfidf_linear_svm
2026-07-03,ANTM,Bisnis.com - Market,"Indeks Bisnis-27 Ditutup Menguat, Saham ANTM-BBCA Kompak Naik - Bisnis.com - Market",POSITIVE,0.6569,0.65,0,0,ml_tfidf_linear_svm
2026-07-03,ANTM,Emitennews.com,"IHSG Terus Melaju, Borong Saham ANTM, BBCA, ARCI, dan BMRI - Emitennews.com",POSITIVE,0.6688,0.65,0,0,ml_tfidf_linear_svm
2026-07-02,ANTM,KONTAN,"Saham ANTM Dikoleksi BlackRock dan Manulife, Analis Sebut Sudah Undervalued - KONTAN",POSITIVE,0.6335,0.65,0,0,ml_tfidf_linear_svm
