date,ticker,source,text,label,score,sentiment_score,positive_hits,negative_hits,method
2026-05-22,SAHAM IHSG HARI INI,Ajaib,"IHSG Hari Ini Ditutup Rebound 1,1%, Ini Sentimen Pendorongnya - Ajaib",NEUTRAL,0.6863,0.0,0,0,ml_tfidf_linear_svm
2026-06-18,SAHAM IHSG HARI INI,Listrik Indonesia,"IHSG Hari Ini Anjlok, Bagaimana Nasib Saham Energi? - Listrik Indonesia",NEUTRAL,0.6586,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,SAHAM IHSG HARI INI,CNBC Indonesia,"Menunggu Pengumuman MSCI, IHSG Dibuka Turun 0,3% - CNBC Indonesia",NEUTRAL,0.6284,0.0,0,0,ml_tfidf_linear_svm
2026-06-04,SAHAM IHSG HARI INI,CNBC Indonesia,"IHSG-Rupiah Sudah Berdarah-darah, Hari Ini Bakal Lebih Menegangkan? - CNBC Indonesia",POSITIVE,0.625,0.65,0,0,ml_tfidf_linear_svm
2026-06-03,SAHAM IHSG HARI INI,CNBC Indonesia,"Bangkit dari Tekanan, IHSG-Rupiah Hari Ini Diuji 10 Sentimen Besar - CNBC Indonesia",NEUTRAL,0.6281,0.0,0,0,ml_tfidf_linear_svm
2026-05-25,SAHAM IHSG HARI INI,Kompas.id,Pasar Modal Dibayangi Sentimen Negatif Jelang Akhir Mei - Kompas.id,POSITIVE,0.6496,0.65,0,0,ml_tfidf_linear_svm
2026-06-15,SAHAM IHSG HARI INI,TopBusiness.id,"IHSG Diproyeksikan Menguat Hari Ini, Ditopang Sentimen Positif Global dan Regional - TopBusiness.id",POSITIVE,0.6399,0.65,0,0,ml_tfidf_linear_svm
2026-06-09,SAHAM IHSG HARI INI,KONTAN,"Sentimen Negatif Dalam Negeri Terus Menaungi Pasar, Simak Rekomendasi Saham Hari Ini - KONTAN",POSITIVE,0.6099,0.65,0,0,ml_tfidf_linear_svm
2026-06-12,SAHAM IHSG HARI INI,TopBusiness.id,"IHSG Diproyeksi Menguat Hari Ini, Ditopang Sentimen Positif Bursa Global - TopBusiness.id",POSITIVE,0.6495,0.65,0,0,ml_tfidf_linear_svm
2026-06-11,SAHAM IHSG HARI INI,TopBusiness.id,"IHSG Diperkirakan Melemah, Sentimen Timur Tengah Tekan Pasar - TopBusiness.id",POSITIVE,0.6369,0.65,0,0,ml_tfidf_linear_svm
2026-05-19,SAHAM IHSG HARI INI,IDNFinancials.com,Peluang IHSG rebound jelang keputusan BI Rate - IDNFinancials.com,POSITIVE,0.6377,0.65,0,0,ml_tfidf_linear_svm
2026-06-19,SAHAM IHSG HARI INI,merahputih.com,Analisis IHSG Hari Ini Faktor BI Rate dan Sentimen Transparansi - merahputih.com,NEUTRAL,0.6611,0.0,0,0,ml_tfidf_linear_svm
2026-06-18,SAHAM IHSG HARI INI,Emitennews.com,"Review MSCI Jadi Penentu Sentimen Pasar dan IHSG, Begini Kata Analis - Emitennews.com",POSITIVE,0.6288,0.65,0,0,ml_tfidf_linear_svm
2026-06-15,SAHAM IHSG HARI INI,Bloomberg Technoz,"Simak Arah & Prediksi IHSG Hari Ini, Plus Saham Pilihan Pasar - Bloomberg Technoz",NEUTRAL,0.6735,0.0,0,0,ml_tfidf_linear_svm
2026-06-11,SAHAM IHSG HARI INI,Koran Jakarta ®,"IHSG Hari Ini Dibuka Melemah, Sentimen Pasar Didominasi Perkembangan Timur Tengah - Koran Jakarta ®",NEUTRAL,0.6542,0.0,0,0,ml_tfidf_linear_svm
2026-06-15,SAHAM IHSG HARI INI,Listrik Indonesia,"IHSG Hari Ini Tembus 6.199, Saham Energi Kompak Menghijau - Listrik Indonesia",POSITIVE,0.5911,0.65,0,0,ml_tfidf_linear_svm
2026-06-17,SAHAM IHSG HARI INI,Listrik Indonesia,"IHSG Hari Ini Melanjutkan Penguatan, Saham Energi Tunjukkan Kinerja Menarik - Listrik Indonesia",POSITIVE,0.6055,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Kompas.id,"IHSG Anjlok 3 Persen, Tekanan Rupiah dan MSCI Diduga Jadi Penyebab - Kompas.id",NEGATIVE,0.6776,-0.65,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",CNBC Indonesia,"Rupiah dan IHSG Hari Ini Hadapi Ujian Berat dari AS, Ada Apa Lagi? - CNBC Indonesia",NEUTRAL,0.66,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Listrik Indonesia,"IHSG Hari Ini Rebound ke 6.122, Saham Energi Belum Kompak - Listrik Indonesia",NEUTRAL,0.6539,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",TradingView,"IHSG Tertekan Menjelang MSCI Review, Saham Bank Ini Masih Jadi Pilihan Menarik - TradingView",NEUTRAL,0.6585,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",KONTAN,"MSCI Perpanjang Indonesia di Emerging Market, Cek Proyeksi IHSG Hari Ini - KONTAN",POSITIVE,0.5995,0.65,0,0,ml_tfidf_linear_svm
2026-06-08,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Pegadaian,Penyebab IHSG Anjlok: Faktor Utama dan Cara Menghadapinya - Pegadaian,NEUTRAL,0.6549,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",CNBC Indonesia,"Breaking! IHSG Anjlok 3% Lebih, 590 Saham Merah - CNBC Indonesia",POSITIVE,0.6475,0.65,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",investor.id,IHSG Dihantam Sentimen Negatif Bertubi-tubi - investor.id,POSITIVE,0.6692,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Infobanknews,"IHSG Dibuka di Zona Hijau, Naik ke Level 6.136 - Infobanknews",POSITIVE,0.6437,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Kompas.id,"Melemah Lagi, IHSG Dihantui Sentimen Geopolitik dan Keputusan Final MSCI - Kompas.id",NEUTRAL,0.6293,0.0,0,0,ml_tfidf_linear_svm
2026-05-22,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Ajaib,"IHSG Hari Ini Ditutup Rebound 1,1%, Ini Sentimen Pendorongnya - Ajaib",NEUTRAL,0.6863,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Koran Jakarta ®,"IHSG Hari Ini Melemah Tajam, Koreksi Global Seret Pasar Domestik - Koran Jakarta ®",NEUTRAL,0.6631,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Listrik Indonesia,"IHSG Hari Ini Loyo, Saham Energi Campur Aduk - Listrik Indonesia",NEUTRAL,0.6505,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",investor.id,IHSG Dihantam Sentimen Global dan Bayang-bayang MSCI - investor.id,POSITIVE,0.6558,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Koran Jakarta ®,"Dibuka Menguat, IHSG Hari Ini Diprediksi Datar Seiring Pasar Cermati Sentimen Domestik-Global - Koran Jakarta ®",NEUTRAL,0.6681,0.0,0,0,ml_tfidf_linear_svm
2026-06-18,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Listrik Indonesia,"IHSG Hari Ini Anjlok, Bagaimana Nasib Saham Energi? - Listrik Indonesia",NEUTRAL,0.6586,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",CNBC Indonesia,"Menunggu Pengumuman MSCI, IHSG Dibuka Turun 0,3% - CNBC Indonesia",NEUTRAL,0.6284,0.0,0,0,ml_tfidf_linear_svm
2026-06-22,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",CNBC Indonesia,"IHSG Terkoreksi 0,98% di Awal Pekan, 445 Saham Merah - CNBC Indonesia",POSITIVE,0.6448,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Bisnis.com,"Didorong Sentimen MSCI, IHSG Dibuka Hijau Saham BBCA & MORA Cs Melesat - Bisnis.com",POSITIVE,0.6368,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",merahputih.com,"IHSG Hari Ini Anjlok 1,25 Jelang Pengumuman MSCI Review - merahputih.com",NEUTRAL,0.6847,0.0,0,0,ml_tfidf_linear_svm
2026-05-19,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",IDNFinancials.com,Peluang IHSG rebound jelang keputusan BI Rate - IDNFinancials.com,POSITIVE,0.6377,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Media Indonesia,IHSG Hari Ini 24 Juni 2026: Dibuka Menguat ke 6.112 - Media Indonesia,NEUTRAL,0.6696,0.0,0,0,ml_tfidf_linear_svm
2026-04-17,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",maybanktrade.co.id,OJK Temui MSCI? IHSG Hari ini & Prospek Saham Pilihan - maybanktrade.co.id,NEUTRAL,0.6871,0.0,0,0,ml_tfidf_linear_svm
2026-06-11,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Listrik Indonesia,"IHSG Hari Ini Kembali Menguat, Saham Energi Ikut Terdongkrak - Listrik Indonesia",NEUTRAL,0.657,0.0,0,0,ml_tfidf_linear_svm
2026-04-09,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",maybanktrade.co.id,IHSG Hari Ini: Dampak MSCI & FTSE serta Prospek WIFI - maybanktrade.co.id,NEUTRAL,0.666,0.0,0,0,ml_tfidf_linear_svm
2026-05-22,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Ajaib,"IHSG Jatuh 2% ke Bawah Level 6.000, Ini Faktor Penyebabnya! - Ajaib",NEUTRAL,0.6586,0.0,0,0,ml_tfidf_linear_svm
2026-03-10,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Ajaib,"IHSG Hari Ini Menguat, Ini Penyebabnya dan Deretan Saham yang Melejit - Ajaib",NEUTRAL,0.6803,0.0,0,0,ml_tfidf_linear_svm
2026-03-31,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Ajaib,Apa Penyebab IHSG Turun Hari Ini! Simak Faktor Utamanya! - Ajaib,NEUTRAL,0.6792,0.0,0,0,ml_tfidf_linear_svm
2026-03-25,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Ajaib,"IHSG Hari Ini Ditutup Menguat 2,75% ke 7.302, Rebound dari Zona Merah - Ajaib",NEUTRAL,0.6662,0.0,0,0,ml_tfidf_linear_svm
2026-03-17,"SAHAM IHSG HARI INI,SENTIMEN PASAR IHSG HARI INI",Ajaib,"IHSG Menguat Jelang Libur Panjang, Momentum Akumulasi atau Waspada Koreksi? - Ajaib",POSITIVE,0.6366,0.65,0,0,ml_tfidf_linear_svm
