text,label,source,clean_text
"Uang Rp 87 Juta di Rekening Lenyap, Nasabah akan Laporkan BRI ke OJK",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,uang rp juta di rekening lenyap nasabah akan laporkan bri ke ojk
"Dorong Sektor Wisata, BRI Gandeng Alipay Fasilitasi Wisatawan Tiongkok",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,dorong sektor wisata bri gandeng alipay fasilitasi wisatawan tiongkok
"Dukung Digitalisasi Keuangan Daerah, BRI Kini Terkoneksi SIPD",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dukung digitalisasi keuangan daerah bri kini terkoneksi sipd
BRI Targetkan 135 Ribu Agen Laku Pada Tahun Ini,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri targetkan ribu agen laku pada tahun ini
Mantap! Ini 10 Capaian BRI Sepanjang 2022,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,mantap ini capaian bri sepanjang
"2016, BRI Dapat Jatah Dana KUR Rp67,5 Triliun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri dapat jatah dana kur rp triliun
"PPKM Dicabut, Bos Garuda Indonesia dan BRI Senyum! Kok Bisa?",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,ppkm dicabut bos garuda indonesia dan bri senyum kok bisa
"Temani Libur Lebaran, BRI Tetap Buka Layanan Secara Terbatas",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,temani libur lebaran bri tetap buka layanan secara terbatas
Pembiayaan BRI ke Sektor Berkelanjutan Capai Rp 639 T,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,pembiayaan bri ke sektor berkelanjutan capai rp t
Office Boy BRI di Medan Tewas Tertembak Polisi,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,office boy bri di medan tewas tertembak polisi
"Peduli Pendidikan, BRI Bantu Renovasi Sekolah dan Ajak Jurnalis Mengajar di Madrasah",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,peduli pendidikan bri bantu renovasi sekolah dan ajak jurnalis mengajar di madrasah
BRI Fokus Akselerasi Inklusi Keuangan & ESG di Indonesia,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri fokus akselerasi inklusi keuangan esg di indonesia
"Dongkrak Wisman, BRI Beri Fasilitas Pembayaran Online e-Visa",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dongkrak wisman bri beri fasilitas pembayaran online e visa
BRI Kembali Gelar Program Desa BRILian Batch III 2022,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri kembali gelar program desa brilian batch iii
Pelaku Skimming Bank BRI Beraksi Sejak Tahun 2017,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,pelaku skimming bank bri beraksi sejak tahun
"Dorong Investasi, BRI 'Promosi' SR017 Hingga Jayapura",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dorong investasi bri promosi sr hingga jayapura
"Kepala Dilinggis Perampok BRI, Rukiyat Meregang Nyawa",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kepala dilinggis perampok bri rukiyat meregang nyawa
Lift di Gedung BRI II Jatuh dari Lantai 3,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,lift di gedung bri ii jatuh dari lantai
BRI Dukung Implementasi BPJS Kesehatan,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri dukung implementasi bpjs kesehatan
"Rekening BRI Diblokir, Investigasi Tak Ada Kejelasan",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,rekening bri diblokir investigasi tak ada kejelasan
BRI Life Serahkan Pembayaran Klaim Nasabah Tutup Usia Rp 1 Miliar,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri life serahkan pembayaran klaim nasabah tutup usia rp miliar
"BRI Punya Satelit Sendiri, Apa Tujuannya?",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri punya satelit sendiri apa tujuannya
"Hadir di 880 Lokasi, Pasar Ramadan BRI Gandeng 13.200 UMKM",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,hadir di lokasi pasar ramadan bri gandeng umkm
Intip Laju Saham BBRI Sesi I Hari Ini 29 Desember 2022,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,intip laju saham bbri sesi i hari ini desember
125 Ribu Karyawan BRI di 5 Negara Ramaikan Peringatan HUT ke-125,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,ribu karyawan bri di negara ramaikan peringatan hut ke
"Dukung G20, BRI Buka Akses UMKM ke Global Supply Chain",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,dukung g bri buka akses umkm ke global supply chain
"Pemulihan Pascagempa, BRI Salurkan Sembako-Perbaiki Masjid di Lumajang",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,pemulihan pascagempa bri salurkan sembako perbaiki masjid di lumajang
Tanggapan BRI untuk Laporan Ibu Cahaya,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,tanggapan bri untuk laporan ibu cahaya
"Saham BBRI Sentuh Posisi Tertinggi Rp 4.860, Transaksi Rp 1,6 Triliun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,saham bbri sentuh posisi tertinggi rp transaksi rp triliun
Polres Medan Tahan Oknum Polisi Penembak Office Boy BRI di Medan,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,polres medan tahan oknum polisi penembak office boy bri di medan
"Volume Transaksi Tinggi, BRI Indocomtech 2016 Sukses Diselenggarakan",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,volume transaksi tinggi bri indocomtech sukses diselenggarakan
"Lift di Gedung BRI Terjatuh, Dua Orang Luka-luka",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,lift di gedung bri terjatuh dua orang luka luka
"Perkuat Permodalan Toko Tani Indonesia, Kementan Gandeng BRI",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,perkuat permodalan toko tani indonesia kementan gandeng bri
Rekening 3 Nasabah BRI Dibobol dari Moskow dan Toronto Lewat Cirrus,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,rekening nasabah bri dibobol dari moskow dan toronto lewat cirrus
BRI Agro Gandeng Capital Life Indonesia Pasarkan Asuransi Proteksi,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri agro gandeng capital life indonesia pasarkan asuransi proteksi
"Berkat KUR BRI, UMKM Kerajinan Bosara Ini Raih Sukses",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,berkat kur bri umkm kerajinan bosara ini raih sukses
Dirut BRI Raih Penghargaan CEO se-Asia,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dirut bri raih penghargaan ceo se asia
Tanggapan BRI untuk Surat Ibu Rini,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,tanggapan bri untuk surat ibu rini
"Sudah Mendapatkan Solusi, Terima kasih BRI",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,sudah mendapatkan solusi terima kasih bri
Aplikasi Jalur Mudik BRI Hadirkan Game Seru Berhadiah Total Rp 50 Juta,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,aplikasi jalur mudik bri hadirkan game seru berhadiah total rp juta
Mesin ATM BRI Pasar Pagi Madu Ditemukan di Bogor,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,mesin atm bri pasar pagi madu ditemukan di bogor
Kronologi Perampokan di Aceh Timur Versi BRI,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kronologi perampokan di aceh timur versi bri
"115 Nasabah Tertipu, BRI: Ini Murni Kelalaian Konsumen",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,nasabah tertipu bri ini murni kelalaian konsumen
Analis Proyeksi Pencapaian BRI Group Bakal Makin Mengkilap,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,analis proyeksi pencapaian bri group bakal makin mengkilap
Simak! Bos BRI Beberkan Bukti Masyarakat RI Belum Digital,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,simak bos bri beberkan bukti masyarakat ri belum digital
BRI Bagi Hadiah Mobil Hyundai Ioniq 5 kepada Nasabah Lewat BritAma FSTVL,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bagi hadiah mobil hyundai ioniq kepada nasabah lewat britama fstvl
"PT Bank Rakyat Indonesia Tbk, Sejarah, Layanan, dan Anak Perusahaan",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,pt bank rakyat indonesia tbk sejarah layanan dan anak perusahaan
"Erick Thohir Ajak Masyarakat Meriahkan FIFA U-20 World Cup 2023, BRImo Hadirkan Promo",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,erick thohir ajak masyarakat meriahkan fifa u world cup brimo hadirkan promo
"Gokil! Berkat BRILIANPRENEUR, UMKM Ini Bisa Keliling Dunia",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,gokil berkat brilianpreneur umkm ini bisa keliling dunia
BRI Ingatkan Masyarakat Segera Ganti Kartu Terindikasi Skimming,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bri ingatkan masyarakat segera ganti kartu terindikasi skimming
"Lampaui Target, Penjualan SBR011 di BRI Sentuh Rp 1,5 Triliun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,lampaui target penjualan sbr di bri sentuh rp triliun
BritAma FSTVL Jilid 4 Hadirkan Hadiah Ramah Lingkungan,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,britama fstvl jilid hadirkan hadiah ramah lingkungan
Bos BRI Ungkap Pelajaran Berharga dari Kasus SVB,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bos bri ungkap pelajaran berharga dari kasus svb
Dirut BRI: UMKM Jauh Dari Pusat Gempa Ekonomi Global,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dirut bri umkm jauh dari pusat gempa ekonomi global
"Perkuat Layanan, BRI Kerja Sama dengan Correspondent Banks",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,perkuat layanan bri kerja sama dengan correspondent banks
"Pemerintah Kantongi Dividen BRI Rp 23,15 Triliun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,pemerintah kantongi dividen bri rp triliun
BRI Raih Juara 1 & Favorit Lomba Balas Pantun Tingkat Nasional,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri raih juara favorit lomba balas pantun tingkat nasional
Detik-detik Proses Evakuasi Lift Jatuh di Gedung BRI II,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,detik detik proses evakuasi lift jatuh di gedung bri ii
"Dear UMKM, Ini Syarat dan Ketentuan Ajukan KUR BRI 2023",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,dear umkm ini syarat dan ketentuan ajukan kur bri
"BRI Kantongi Laba Rp 24,88 Triliun pada Semester I 2022, Tumbuh 98,38 Persen",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri kantongi laba rp triliun pada semester i tumbuh persen
BRI Permudah Akses Penyaluran KUR,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri permudah akses penyaluran kur
"Kapitalisasi Pasar Saham BRI Sentuh Rp 639,58 Triliun, Terbesar Sepanjang Sejarah",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kapitalisasi pasar saham bri sentuh rp triliun terbesar sepanjang sejarah
"Terungkap, Ini 2 Teman Yang Bikin BRI Untung Gede Tahun Lalu",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,terungkap ini teman yang bikin bri untung gede tahun lalu
"Wow! 4 Hari Beruntun Saham BBRI Sentuh Rekor, Kamu Punya?",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,wow hari beruntun saham bbri sentuh rekor kamu punya
BRI Incar Volume Transaksi Rp 22 Triliun dari Program Laku Pandai,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri incar volume transaksi rp triliun dari program laku pandai
"Didemo di Yogya, BRI Janji Patuhi Ketentuan Soal Hak Pensiunan",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,didemo di yogya bri janji patuhi ketentuan soal hak pensiunan
Kantor Cabang BRI Sombaopu Makassar Diancam Bom,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kantor cabang bri sombaopu makassar diancam bom
Ribuan Bonek Antar dan Lepas Tim Persebaya Tanding Seri 3 BRI Liga 1,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,ribuan bonek antar dan lepas tim persebaya tanding seri bri liga
"Kasus Emas Palsu 59 Kg, Eks Karyawan BRI Dihukum 3 Tahun Penjara",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kasus emas palsu kg eks karyawan bri dihukum tahun penjara
"BRI Siapkan Uang Tunai Rp 46,85 Triliun untuk Kebutuhan Idul Fitri",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri siapkan uang tunai rp triliun untuk kebutuhan idul fitri
"Dukung Peningkatan SDM Indonesia, BRI Akselerasi Penyaluran Dana PIP",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dukung peningkatan sdm indonesia bri akselerasi penyaluran dana pip
"Berkat Pemberdayaan UMKM, BRI Sabet 2 BI Awards 2022",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,berkat pemberdayaan umkm bri sabet bi awards
"Cara 'War' Tiket RI Vs Argentina Lewat BRI, Auto Jalur Dewa!",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,cara war tiket ri vs argentina lewat bri auto jalur dewa
"Bisnis Wealth Management BRI Tumbuh 12,9% di Semester I-2022",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bisnis wealth management bri tumbuh di semester i
"BRI Meneropong Tantangan Terbesar Ekonomi di 2023, Apa Saja?",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri meneropong tantangan terbesar ekonomi di apa saja
"Sukses Jaga Pertumbuhan BRI, Sunarso Jadi CEO of The Year",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,sukses jaga pertumbuhan bri sunarso jadi ceo of the year
"Hadirkan Menteri dan Pakar, BRI Microfinance Outlook 2023 Ulas Prospek UMKM di Tengah Ketidakpastian Global",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,hadirkan menteri dan pakar bri microfinance outlook ulas prospek umkm di tengah ketidakpastian global
"Utamakan Keamanan Data, BRI Apresiasi Pengesahan UU PDP",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,utamakan keamanan data bri apresiasi pengesahan uu pdp
"Hilangkan Emas 59 Kg, Dua Pegawai BRI Terancam 15 Tahun Penjara",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,hilangkan emas kg dua pegawai bri terancam tahun penjara
Ini Status Teranyar BRIsat,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,ini status teranyar brisat
"Bukan BRI, Tetapi PGNI yang Harus Bayar Gaji Karyawan",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bukan bri tetapi pgni yang harus bayar gaji karyawan
BRI Dinobatkan Jadi Best of The Best BUMN oleh Markplus.INC,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri dinobatkan jadi best of the best bumn oleh markplus inc
"ATM BRI di Indomaret Setiabudi Dicuri, Uang Puluhan Juta Raib",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,atm bri di indomaret setiabudi dicuri uang puluhan juta raib
BRI Siapkan Rp 3 Triliun untuk Buyback Saham,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri siapkan rp triliun untuk buyback saham
"Demi UMKM Naik Kelas, BRI Gelar Pengusaha Muda BRILian 2022",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,demi umkm naik kelas bri gelar pengusaha muda brilian
"Borong 15 Penghargaan, Bos BRI Jadi Most Reputable CEO",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,borong penghargaan bos bri jadi most reputable ceo
"Jadwal Berubah, Catat Jam Operasional Kantor BRI Selama Ramadan",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,jadwal berubah catat jam operasional kantor bri selama ramadan
Mantap! BRI Bantu Promosikan UMKM Di Rumah BUMN Tarutung,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,mantap bri bantu promosikan umkm di rumah bumn tarutung
Gunakan e-Pay BRI bisa Beli Sacrf Idaman Seharga 10.000 di Elzatta,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,gunakan e pay bri bisa beli sacrf idaman seharga di elzatta
BRI Corporate University Raih Akreditasi Global,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri corporate university raih akreditasi global
BRI Bagikan Sembako ke 250 Panti Asuhan Terdampak Pandemi Corona,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bagikan sembako ke panti asuhan terdampak pandemi corona
"Bawa Kabur Uang Nasabah Rp 900 Juta, Satpam BRI Ditangkap",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bawa kabur uang nasabah rp juta satpam bri ditangkap
"Ari Kuncoro Mengundurkan Diri sebagai Wakil Komut, Ini Jajaran Komisaris BRI yang Baru",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,ari kuncoro mengundurkan diri sebagai wakil komut ini jajaran komisaris bri yang baru
"BRI Bagikan Saham Remunerasi untuk Direksi hingga Komisaris Rp 26,55 Miliar",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bagikan saham remunerasi untuk direksi hingga komisaris rp miliar
BRI Bidik Pertumbuhan Kredit 6 Persen hingga Akhir 2021,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bidik pertumbuhan kredit persen hingga akhir
Jurus BRI Pertahankan Kinerja Keuangan,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,jurus bri pertahankan kinerja keuangan
BRI Tuai Kinerja Positif Berkat Dua Hal Ini,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri tuai kinerja positif berkat dua hal ini
Bos Besar Ungkap Rahasia Laba BRI Naik Dua Kali Lipat,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bos besar ungkap rahasia laba bri naik dua kali lipat
"BRI Catat Restrukturisasi Kredit Akibat Pandemi COVID-19 Rp 144,27 Triliun pada Kuartal I 2022",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bri catat restrukturisasi kredit akibat pandemi covid rp triliun pada kuartal i
BRI Luncurkan Program Keuangan Inklusif Laku Pandai di Papua,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri luncurkan program keuangan inklusif laku pandai di papua
CEO BRI Insurance Dinobatkan CEO of The Year 2022,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,ceo bri insurance dinobatkan ceo of the year
"Perkuat Daya Saing, BRI Dorong Sinergi Dengan Bank Pembangunan Daerah (BPD)",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,perkuat daya saing bri dorong sinergi dengan bank pembangunan daerah bpd
"BRI Kantongi Laba Bersih Rp 12,54 Triliun pada Semester I 2021",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri kantongi laba bersih rp triliun pada semester i
Panen Hadiah di Gelaran Pesta Rakyat Simpedes BRI,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,panen hadiah di gelaran pesta rakyat simpedes bri
Kampanye Ultra Mikro BRI Jadi Program Public Relation Terbaik di ASEAN,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kampanye ultra mikro bri jadi program public relation terbaik di asean
Alasan Saham BRI Makin Layak Dikoleksi,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,alasan saham bri makin layak dikoleksi
BRI Bidik Pertumbuhan Kredit hingga 11 Persen pada 2022,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bidik pertumbuhan kredit hingga persen pada
Bos BRI Sebut Dua Faktor Ini Bikin Indonesia Tahan dari Resesi,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bos bri sebut dua faktor ini bikin indonesia tahan dari resesi
"Laba Terbang 106,14%, BRI Diapresiasi Menteri BUMN",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,laba terbang bri diapresiasi menteri bumn
"Right Issue BRI, Peringkat 3 di Asia Tenggara, Nomer 7 di Dunia",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,right issue bri peringkat di asia tenggara nomer di dunia
Menunggu Email Konfirmasi Penutupan Kartu Kredit BRI,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,menunggu email konfirmasi penutupan kartu kredit bri
BRI Salurkan Bantuan Sembako Langsung Senilai 5 Miliar Melalui Agen BRILink,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri salurkan bantuan sembako langsung senilai miliar melalui agen brilink
Segmen Mikro Jadi Kunci BRI Raih Laba Tinggi di Kuartal I,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,segmen mikro jadi kunci bri raih laba tinggi di kuartal i
"Bos BRI Borong Saham, Langsung Cuan Kurang Dari 2 Minggu!",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bos bri borong saham langsung cuan kurang dari minggu
Teras BRI Cileubut Sudah Tutup Jam 11.00 Siang?,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,teras bri cileubut sudah tutup jam siang
"Lawan Corona, BRI Bagikan 200 Ribu Masker & 5000 Hand Sanitizer",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,lawan corona bri bagikan ribu masker hand sanitizer
Juara BRI Liga 1 2021-2022 Bisa Ditentukan di Pekan Terakhir,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,juara bri liga bisa ditentukan di pekan terakhir
"Renovasi Sekolah di Tapal Batas, BRI Bantu Perbaikan SDN 006 Meral Tanjung Balai Karimun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,renovasi sekolah di tapal batas bri bantu perbaikan sdn meral tanjung balai karimun
Satu Pelaku Penggelapan Uang Bank BRI Berhasil Ditangkap,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,satu pelaku penggelapan uang bank bri berhasil ditangkap
"Rilis Green Bond Rp 5 T, BRI Dapat Apresiasi dari Pengamat",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,rilis green bond rp t bri dapat apresiasi dari pengamat
"Brankas Unit BRI di Pekanbaru Dibobol Maling, Rp 378 Juta Lenyap",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,brankas unit bri di pekanbaru dibobol maling rp juta lenyap
Jurus BRI Cetak Kinerja Positif hingga Kuartal III 2021,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,jurus bri cetak kinerja positif hingga kuartal iii
Boleh Tiru Nih! BRI Janji Eksekusi Digitalisasi Tanpa PHK,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,boleh tiru nih bri janji eksekusi digitalisasi tanpa phk
Erick Thohir Targetkan Penyaluran KUR BRI Capai Rp 260 Triliun di 2023,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,erick thohir targetkan penyaluran kur bri capai rp triliun di
"Teller BRI di Makassar Gelapkan Uang Nasabah Hingga Rp 2,3 Miliar",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,teller bri di makassar gelapkan uang nasabah hingga rp miliar
Perampok Bersenpi Gondol Rp 300 Juta di Bank BRI di Tangerang,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,perampok bersenpi gondol rp juta di bank bri di tangerang
15.000 Orang dari Seluruh Indonesia Ikut Program Mudik Bareng BRI,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,orang dari seluruh indonesia ikut program mudik bareng bri
"Hantaman Covid-19 Belum Reda, BRI Targetkan Kredit Tumbuh 5 Persen",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,hantaman covid belum reda bri targetkan kredit tumbuh persen
BRI Kembalikan Fungsi Sungai Lewat Konsep “Sampah Jadi Uang”,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri kembalikan fungsi sungai lewat konsep sampah jadi uang
"GVV Dimulai, Grab Indonesia Gaet BRI Ventures Pacu Startup Naik Kelas",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,gvv dimulai grab indonesia gaet bri ventures pacu startup naik kelas
"Ada Banyak UMKM di Pameran BRILianpreneur, Berapa Ya Harga Produknya?",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,ada banyak umkm di pameran brilianpreneur berapa ya harga produknya
Kantor Teras BRI di Trenggalek Ludes Terbakar,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kantor teras bri di trenggalek ludes terbakar
BRI-SRC Dukung Bisnis UMKM Lewat Digital Payment,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri src dukung bisnis umkm lewat digital payment
"Saham BBRI Cetak Rekor Terus, Mau Pepet BBCA Nih?",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,saham bbri cetak rekor terus mau pepet bbca nih
Dirut BRI Ungkap Peran Penting UMKM Mendorong Pertumbuhan Ekonomi,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dirut bri ungkap peran penting umkm mendorong pertumbuhan ekonomi
Lagi Mudik Cari Asurasi Rp5 Ribuan? Bisa Cek di BRImo,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,lagi mudik cari asurasi rp ribuan bisa cek di brimo
BRI Fasilitasi Pemberian Kredit Bagi Pelanggan PGN,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri fasilitasi pemberian kredit bagi pelanggan pgn
BRI Cetak Sejarah Rights Issue Terbesar di Asia Tenggara,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri cetak sejarah rights issue terbesar di asia tenggara
"Dorong UMKM, BRI Gelar BRIlian Prenuer UMKM Export 2020",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dorong umkm bri gelar brilian prenuer umkm export
Indeks Bisnis BRI: Ketangguhan Bisnis UMKM Terus Meningkat,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,indeks bisnis bri ketangguhan bisnis umkm terus meningkat
"BUMN Setor Dividen Rp 80,2 T, BRI Jadi Kontributor Terbesar",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bumn setor dividen rp t bri jadi kontributor terbesar
BRI Catat Pengguna BRImo Tembus 25 Juta User per Februari 2023,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri catat pengguna brimo tembus juta user per februari
"BRI Pangkas Suku Bunga Kredit UKM Jadi 9,75%",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri pangkas suku bunga kredit ukm jadi
Pemerintah RI Alihkan Saham BMRI dan BBRI kepada INA Senilai Rp 45 Triliun,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,pemerintah ri alihkan saham bmri dan bbri kepada ina senilai rp triliun
"BRI Bakal Genjot Kredit UMKM, Bagaimana Segmen Wholesale?",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bakal genjot kredit umkm bagaimana segmen wholesale
Bantuan BRI Group Terus Berlanjut Untuk Korban Bencana Alam,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bantuan bri group terus berlanjut untuk korban bencana alam
KUR BRI Bisa Jadi Solusi UMKM di Masa Pandemi,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,kur bri bisa jadi solusi umkm di masa pandemi
Konsisten Inovasi Jadi Fondasi Transformasi Digital BRI,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,konsisten inovasi jadi fondasi transformasi digital bri
Simak Nih! BRI Bocorkan Strategi Hadapi Inflasi,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,simak nih bri bocorkan strategi hadapi inflasi
Polisi Berhasil Bekuk Perampok Kantor BRI di Batam,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,polisi berhasil bekuk perampok kantor bri di batam
"BRI Buka Rekrutmen Brilian Banking Officer Program, Pendaftaran Sampai 15 Januari",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri buka rekrutmen brilian banking officer program pendaftaran sampai januari
